# Time(ns),period(us),execution,x,y,z,Vx,Vy,Vz,roll_OT,pitch_OT,yaw_OT,roll_PX4,pitch_PX4,yaw_PX4,imu_acc_x,imu_acc_y,imu_acc_z,imu_gyr_x,imu_gyr_y,imu_gyr_z,imu_mag_x,imu_mag_y,imu_mag_z,imu_absolute_pressure,ultrasonic_distance
62579083263,9994,122,-1.7186,0.0183664,-0.426864,-0.000488281,0.0164641,0.0284027,-0.0572048,0.0111254,0.0333282,-0.0312866,-0.0268909,2.82291,-0.284246,0.30949,-9.71635,0.00136722,-0.00514654,-0.000430845,-0.166957,-0.0700392,0.478539,1011.49,26
62589462647,10392,114,-1.7186,0.0183664,-0.426864,-0.000488281,0.0164641,0.0284027,-0.0572048,0.0111254,0.0333282,-0.0312969,-0.0268859,2.82291,-0.268741,0.308717,-9.74392,0.00146818,-0.00567352,-0.000652884,-0.167141,-0.0741329,0.480192,1011.49,26
62599072186,9600,120,-1.71862,0.0179929,-0.427392,-0.0010376,-0.0191203,-0.0270432,-0.0455877,0.00592666,0.0363093,-0.0312997,-0.0268872,2.82291,-0.268741,0.308717,-9.74392,0.00146818,-0.00567352,-0.000652884,-0.167141,-0.0741329,0.480192,1011.49,26
62609179570,10113,117,-1.71862,0.0179929,-0.427392,-0.0010376,-0.0191203,-0.0270432,-0.0455877,0.00592666,0.0363093,-0.0312964,-0.0268892,2.8229,-0.259157,0.297871,-9.76022,0.00147554,-0.00514654,-0.000434501,-0.166351,-0.0758711,0.477509,1011.49,26
62619144801,9967,114,-1.71859,0.0180144,-0.427458,0.00144741,0.00104477,-0.00319563,-0.04651,0.00643378,0.03742,-0.0312946,-0.0268893,2.82289,-0.294258,0.309317,-9.7502,0.000943735,-0.00514654,-0.000416557,-0.166782,-0.0752429,0.47897,1011.49,26
62629081955,9939,113,-1.71859,0.0180144,-0.427458,0.00144741,0.00104477,-0.00319563,-0.04651,0.00643378,0.03742,-0.0312995,-0.0268895,2.82287,-0.280776,0.286115,-9.72588,0.000915589,-0.00459809,-0.00147594,-0.166003,-0.0778782,0.478362,1011.49,26
62639070647,9984,116,-1.7186,0.0179848,-0.42738,-0.000537109,-0.00151386,0.00397797,-0.0481761,0.00626787,0.0369139,-0.031299,-0.0268876,2.82285,-0.27857,0.283153,-9.73769,0.00096572,-0.00515266,0.00032592,-0.166817,-0.0746744,0.477935,1011.49,26
62649640647,10573,113,-1.7186,0.0179848,-0.42738,-0.000537109,-0.00151386,0.00397797,-0.0481761,0.00626787,0.0369139,-0.0312965,-0.0268865,2.82285,-0.271698,0.287755,-9.74655,0.000990211,-0.00515881,0.00107151,-0.166301,-0.0750638,0.476634,1011.49,26
62659547955,9911,112,-1.71859,0.0180732,-0.42742,0.000610352,0.00430979,-0.00195167,-0.0461273,0.00764067,0.0361717,-0.0312922,-0.026889,2.82287,-0.250364,0.307872,-9.72487,0.00105159,-0.00503826,-0.000419306,-0.164466,-0.0722824,0.478836,1011.49,26
62669072340,9518,114,-1.71859,0.0180732,-0.42742,0.000610352,0.00430979,-0.00195167,-0.0461273,0.00764067,0.0361717,-0.031291,-0.0268884,2.82288,-0.250364,0.307872,-9.72487,0.00105159,-0.00503826,-0.000419306,-0.164466,-0.0722824,0.478836,1011.49,26
62679072032,9997,118,-1.7186,0.0180537,-0.427436,-0.000543213,-0.000995064,-0.000814819,-0.0464697,0.00660332,0.0371399,-0.0312872,-0.0268846,2.82288,-0.268916,0.30614,-9.74325,0.0010241,-0.00514038,-0.00116702,-0.165287,-0.0736371,0.478212,1011.47,26
62689337955,10268,118,-1.7186,0.0180537,-0.427436,-0.000543213,-0.000995064,-0.000814819,-0.0464697,0.00660332,0.0371399,-0.0312865,-0.0268858,2.82288,-0.293276,0.291641,-9.75578,0.00148266,-0.00557558,-0.000223445,-0.165287,-0.0736371,0.478212,1011.47,26
62699632340,10302,112,-1.71859,0.0180525,-0.427395,0.000372024,-6.20342e-05,0.0019851,-0.0471721,0.00929811,0.0360511,-0.0312868,-0.0268905,2.82289,-0.275463,0.316002,-9.74502,0.0015298,-0.00515981,0.00117396,-0.166137,-0.0740443,0.479118,1011.47,26
62709788340,10150,118,-1.71859,0.0180525,-0.427395,0.000372024,-6.20342e-05,0.0019851,-0.0471721,0.00929811,0.0360511,-0.0312851,-0.0268934,2.82289,-0.263809,0.295139,-9.74298,0.00147584,-0.00514661,-0.000425567,-0.166096,-0.076195,0.477978,1011.47,26
62719109955,9327,111,-1.71858,0.0180729,-0.427451,0.000732422,0.00104418,-0.00285187,-0.046001,0.00754354,0.0360786,-0.0312823,-0.0268925,2.82289,-0.250223,0.320504,-9.7419,0.00172787,-0.00515531,0.000621778,-0.166239,-0.074119,0.478481,1011.48,26
62729428186,10312,118,-1.71858,0.0180729,-0.427451,0.000732422,0.00104418,-0.00285187,-0.046001,0.00754354,0.0360786,-0.0312841,-0.0268922,2.82289,-0.250223,0.320504,-9.7419,0.00172787,-0.00515531,0.000621778,-0.166239,-0.074119,0.478481,1011.48,26
62739061570,9636,113,-1.7185,0.0183759,-0.426697,0.00396438,0.0147747,0.0367679,-0.0575545,0.0135926,0.0352575,-0.0312841,-0.0268883,2.82289,-0.267267,0.30728,-9.79425,0.00149389,-0.00408677,0.000109379,-0.16478,-0.0769844,0.476647,1011.48,26
62749077955,10012,116,-1.7185,0.0183759,-0.426697,0.00396438,0.0147747,0.0367679,-0.0575545,0.0135926,0.0352575,-0.0312873,-0.02688,2.82288,-0.276101,0.299213,-9.77789,0.000368911,-0.0058774,-0.00167384,-0.165762,-0.0743584,0.478383,1011.47,26
62759646493,10579,110,-1.7186,0.0180996,-0.427451,-0.00516968,-0.0141442,-0.0386002,-0.0483116,0.00860486,0.0371664,-0.0312916,-0.0268815,2.82287,-0.264695,0.330945,-9.75986,0.0019888,-0.00535203,-0.000986476,-0.165216,-0.075075,0.477958,1011.47,26
62769074493,9419,116,-1.7186,0.0180996,-0.427451,-0.00516968,-0.0141442,-0.0386002,-0.0483116,0.00860486,0.0371664,-0.0312937,-0.0268828,2.82286,-0.264695,0.330945,-9.75986,0.0019888,-0.00535203,-0.000986476,-0.165216,-0.075075,0.477958,1011.47,26
62779214801,10146,113,-1.71859,0.0180583,-0.427445,0.000279018,-0.00201271,0.000290644,-0.0470932,0.00732561,0.0360762,-0.0312884,-0.0268836,2.82286,-0.241964,0.319656,-9.75498,0.00138245,-0.00524847,-0.000222013,-0.166406,-0.0728371,0.478257,1011.45,26
62789078801,9856,117,-1.71859,0.0180583,-0.427445,0.000279018,-0.00201271,0.000290644,-0.0470932,0.00732561,0.0360762,-0.0312827,-0.0268855,2.82286,-0.241964,0.319656,-9.75498,0.00138245,-0.00524847,-0.000222013,-0.166406,-0.0728371,0.478257,1011.45,26
62799218801,10139,120,-1.7186,0.01808,-0.427412,-0.000177002,0.00111122,0.0016983,-0.0450069,0.00629912,0.0365645,-0.0312748,-0.0268768,2.82287,-0.255012,0.314042,-9.75391,0.000720777,-0.00429937,-0.000402051,-0.166201,-0.0742083,0.479599,1011.45,26
62809115032,9905,114,-1.7186,0.01808,-0.427412,-0.000177002,0.00111122,0.0016983,-0.0450069,0.00629912,0.0365645,-0.0312799,-0.026872,2.82287,-0.261687,0.321997,-9.73238,0.00116073,-0.00599563,-0.000430883,-0.164053,-0.0754056,0.479197,1011.45,26
62819066493,9948,114,-1.71859,0.0180191,-0.427465,0.000186012,-0.00297247,-0.00258818,-0.0469712,0.00621903,0.0369924,-0.0312865,-0.0268744,2.82286,-0.261687,0.321997,-9.73238,0.00116073,-0.00599563,-0.000430883,-0.164053,-0.0754056,0.479197,1011.45,26
62829086724,10013,117,-1.71859,0.0180191,-0.427465,0.000186012,-0.00297247,-0.00258818,-0.0469712,0.00621903,0.0369924,-0.0312924,-0.0268851,2.82286,-0.272557,0.296917,-9.72225,0.00123431,-0.00598881,-0.00118734,-0.167945,-0.0736324,0.477742,1011.52,26
62839060647,9983,112,-1.71861,0.0180184,-0.427419,-0.000750732,-3.21388e-05,0.00234528,-0.0447651,0.00578149,0.03702,-0.0313015,-0.0268891,2.82286,-0.278467,0.319277,-9.73564,0.000213741,-0.00515097,0.000145632,-0.167563,-0.0752476,0.479557,1011.52,26
62849081416,10013,119,-1.71861,0.0180184,-0.427419,-0.000750732,-3.21388e-05,0.00234528,-0.0447651,0.00578149,0.03702,-0.0313091,-0.0268888,2.82287,-0.284648,0.30418,-9.76313,0.0013783,-0.00461659,-0.000215738,-0.167063,-0.0742731,0.477787,1011.52,26
62859086339,10015,111,-1.71861,0.0180334,-0.42744,-5.81287e-05,0.000730787,-0.00104341,-0.0467556,0.00614058,0.0370883,-0.031309,-0.0268865,2.82286,-0.269896,0.303592,-9.74232,0.00134323,-0.00482606,-0.00127537,-0.16737,-0.0766565,0.475776,1011.49,26
62869075801,9983,115,-1.71861,0.0180334,-0.42744,-5.81287e-05,0.000730787,-0.00104341,-0.0467556,0.00614058,0.0370883,-0.031312,-0.0268855,2.82284,-0.267056,0.333606,-9.76862,0.000393521,-0.00566473,-0.000944147,-0.16737,-0.0766565,0.475776,1011.49,26
62879603570,10532,114,-1.71859,0.0180561,-0.42738,0.000811768,0.00116205,0.00306702,-0.0478152,0.00722124,0.0369113,-0.031315,-0.0268873,2.82284,-0.272367,0.298831,-9.76028,-0.000764687,-0.00482569,-0.000569276,-0.166615,-0.0750651,0.476805,1011.47,26
62889648570,10045,115,-1.71859,0.0180561,-0.42738,0.000811768,0.00116205,0.00306702,-0.0478152,0.00722124,0.0369113,-0.0313301,-0.0268857,2.82283,-0.261262,0.318688,-9.72894,0.000220791,-0.00493897,0.000248458,-0.164662,-0.0761137,0.477771,1011.47,26
62899087878,9426,123,-1.71861,0.0180232,-0.427435,-0.000941685,-0.00160444,-0.00265067,-0.0472067,0.00637898,0.0352579,-0.0313341,-0.0268839,2.82283,-0.280809,0.3059,-9.74256,0.000543375,-0.00515352,0.000444706,-0.166975,-0.075475,0.478014,1011.47,26
62909086493,9999,124,-1.71861,0.0180232,-0.427435,-0.000941685,-0.00160444,-0.00265067,-0.0472067,0.00637898,0.0352579,-0.0313454,-0.0268833,2.82283,-0.280809,0.3059,-9.74256,0.000543375,-0.00515352,0.000444706,-0.166975,-0.075475,0.478014,1011.47,26
62919663878,10579,126,-1.71861,0.0180844,-0.42744,8.54492e-05,0.00313015,-0.000257874,-0.045502,0.00730769,0.0358475,-0.0313485,-0.0268812,2.82283,-0.251305,0.291408,-9.78135,0.00198149,-0.00513954,-0.00130118,-0.167131,-0.0721958,0.478126,1011.47,26
62929097032,9424,130,-1.71861,0.0180844,-0.42744,8.54492e-05,0.00313015,-0.000257874,-0.045502,0.00730769,0.0358475,-0.031346,-0.0268806,2.82282,-0.258153,0.284808,-9.76097,0.000411807,-0.00558099,-0.000402198,-0.168425,-0.0769923,0.47773,1011.5,26
